source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Live in VA NJ WA NY or anywhere with an election today? Consider this my personal ask/nudge/plea for you to go to the polls and VOTE.,11-07-2017 12:31:54,,,false,927876262722498560
Twitter for iPhone,Be Resilient. https://t.co/ZaO65tTmgW,11-02-2017 17:06:21,,,false,926133389467451392
Twitter for iPhone,Today marks the start of open enrollment for 2018 health coverage. Go to https://t.co/LTQmZQt3jJ to find your perfect plan. #GetCoveredNow,11-01-2017 23:09:11,,,false,925862310832459776
Twitter for iPhone,New York's resilience is stronger than a cowardly act of terror. Thinking of the victims their families &amp; the responders who saved lives.,11-01-2017 00:11:04,,,false,925515496576962562
Twitter for iPhone,No one I would rather share initials with than @HRC. https://t.co/7rQJItrJXi,10-29-2017 02:07:28,,,false,924457626951389185
Twitter for iPhone,Oh is that today? https://t.co/AYy7CtYRWj,10-29-2017 02:06:30,,,false,924457383446925318
Twitter Web Client,Children are going to lose their health care. No one should want that. Call your member of Congress and tell them t… https://t.co/W7JCWqo9qE,10-26-2017 19:34:51,,,false,923634044457422848
Twitter for iPhone,RT @Bush41: With top musical talent from Texas &amp; beyond Deep from the Heart: The One America Appeal Concert promises to be an uplifting u…,10-21-2017 19:26:23,,,true,921819973844131840
Twitter for iPhone,Gabby and Mark are right: “America is facing a serious but totally preventable epidemic of gun violence.” Join me i… https://t.co/qtX5vpnvc8,10-19-2017 22:45:42,,,false,921145361745539072
Twitter for iPhone,This is a disgrace. American citizens need America’s resources. Now.https://t.co/dNDFmuQalk,10-17-2017 12:45:49,,,false,920269620296105985
Twitter for iPhone,RT @NickMerrill: Statement from Secretary Clinton on Harvey Weinstein: https://t.co/L1l2wl9l0I,10-10-2017 17:28:04,,,true,917803932205842437
Twitter for iPhone,Call Congress @ (202) 224-3121. Tell them we must work together to get this done for the children &amp; families counting on CHIP. 7/7,10-10-2017 01:17:09,,,false,917559594880241664
Twitter for iPhone,Grateful to the Senate Finance Committee for passing a strong and much needed bipartisan reauthorization bill. Now let's get this done. 6/7,10-10-2017 01:15:34,,,false,917559195448283139
Twitter for iPhone,The test of any society is how it treats its children. We cannot allow millions of kids to lose access to basic health care. 5/7,10-10-2017 01:14:36,,,false,917558953923563523
Twitter for iPhone,Right now many states are getting ready to send out notices to parents letting them know that their kids’ coverage is in jeopardy. 4/7,10-10-2017 01:13:31,,,false,917558682254282752
Twitter for iPhone,There are so many stories of young people whose lives have been transformed by CHIP. Sara's is one: https://t.co/i2o8d4mMsb 3/7,10-10-2017 01:12:28,,,false,917558417526489088
Twitter for iPhone,Back in the '90s Democrats and Republicans worked together to pass CHIP. Today it covers 9 million kids. 2/7,10-10-2017 01:11:40,,,false,917558214585208834
Twitter for iPhone,This hasn't gotten enough attn: For the first time Congress missed the deadline to reauthorize the Children's Health Insurance Program. 1/7,10-10-2017 01:11:13,,,false,917558102630830080
Twitter for iPhone,Thanks to @parentsmagazine for a great chat about what it was like to work on It Takes A Village with @MarlaFrazee. https://t.co/UXlIV1JuOF,10-09-2017 17:05:54,,,false,917435969422446593
Twitter for iPhone,Rolling back no-copay birth control shows a blatant disregard for medicine science &amp; every woman's right to make… https://t.co/auDjvJxy9X,10-07-2017 22:04:07,,,false,916786239138709504
Twitter for iPhone,Couldn't have put it better! Proud to have contributed to this book about how to @runforsomething. https://t.co/OKukSFrc7D,10-07-2017 20:41:22,,,false,916765415400890368
Twitter for iPhone,RT @PhilippeReines: As the world sees the worst of us this tribute to Anita Datar who died as the best of America reminds us who we are.ht…,10-07-2017 20:39:15,,,true,916764885144309760
Twitter for iPhone,Taking the stage at Stanford to talk about threats to western democracy - and what we can do about them. Tune in!https://t.co/MrcTGrggCa,10-06-2017 23:45:14,,,false,916449301265387521
Twitter for iPhone,Our grief isn't enough. We can and must put politics aside stand up to the NRA and work together to try to stop this from happening again.,10-02-2017 14:04:37,,,false,914853632083877888
Twitter for iPhone,The crowd fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer which the NRA wants to make easier to get.,10-02-2017 14:03:58,,,false,914853465926639618
Twitter for iPhone,Las Vegas we are grieving with you—the victims those who lost loved ones the responders &amp; all affected by this cold-blooded massacre.,10-02-2017 14:02:47,,,false,914853171478097922
Twitter for iPhone,Don’t let anyone make you feel alone. We are with you and Puerto Rico. https://t.co/CxI1eRXJ8L,09-30-2017 21:13:26,,,false,914236770216181762
Twitter for iPhone,You can tell a lot about a society by how we treat the most vulnerable. What does it say when kids' health takes a… https://t.co/GRoiTcZfEJ,09-30-2017 13:17:51,,,false,914117084317196288
Twitter for iPhone,@OfficialJLD Julia you're in our thoughts and our hearts. Inspired but not surprised to see you using your platfor… https://t.co/TGVruSomkN,09-28-2017 20:17:51,,,false,913498006615359488
Twitter for iPhone,Great to be back in Brooklyn sharing #ItTakesAVillage with readers of all ages! https://t.co/ytalprhN5p,09-28-2017 01:47:16,,,false,913218518811897856
Twitter for iPhone,It's about time. Ladies start your engines! https://t.co/OCWVkEtFYE,09-27-2017 15:50:46,,,false,913068407133736961
Twitter for iPhone,When people ask me what we should do now my answer is clear: The most important thing you can do is vote in every… https://t.co/SKY1zOjDK7,09-26-2017 19:22:43,,,false,912759358164959239
Twitter for iPhone,President Trump Sec. Mattis and DOD should send the Navy including the USNS Comfort to Puerto Rico now. These a… https://t.co/r0S8ROhWj0,09-24-2017 16:04:50,,,false,911984783194050560
Twitter for iPhone,This video from my local bookstore @scatteredbooks in Chappaqua put a smile on my face! Love the soundtrack too. https://t.co/AjHMc82Ow5,09-21-2017 15:42:01,,,false,910891877062324224
Twitter for iPhone,Our friends at @IndivisibleTeam explain what's happening and what you can do (need to do!) to stop it. https://t.co/p0lfJQAro9,09-20-2017 12:59:46,,,false,910488656737177602
Twitter for iPhone,RT @jimmykimmel: If you too are disappointed in Sen @BillCassidy #GrahamCassidy let them know it - call (202) 224-3121 https://t.co/eswlh6B…,09-20-2017 12:57:23,,,true,910488058646102018
Twitter for iPhone,Our friends at @IndivisibleGuide explain what's happening and what you can do (need to do!) to stop it. https://t.co/p0lfJQAro9,09-20-2017 12:55:59,,,false,910487704772718592
Twitter for iPhone,Nothing is more important than saving the Affordable Care Act from another cruel effort to take health care away from millions of people.,09-20-2017 12:55:16,,,false,910487525583671296
Twitter for iPhone,RT @ScaryMommy: The perfect book for teaching young kids – or you know the president – how to make the world a better place. https://t.co…,09-15-2017 00:31:35,,,true,908488429628985346
Twitter for iPhone,@realDonaldTrump If you didn't like that book try this one — some good lessons in here about working together to s… https://t.co/RgAMz2w1FE,09-14-2017 15:49:24,,,false,908357018964172800
Twitter for iPhone,Edie Windsor showed the world that love can be a powerful force for change. She will be greatly missed. https://t.co/EiSFYE7ip0,09-13-2017 00:45:36,,,false,907767184608374785
Twitter for iPhone,It's happening! Get your copy of #WhatHappened today: https://t.co/73h3vTIo6M https://t.co/okGjRuNkYw,09-12-2017 17:34:43,,,false,907658745228001280
Twitter for iPhone,You can say that again.https://t.co/HX748VoOgu https://t.co/QnJRZQm14c,09-12-2017 12:24:18,,,false,907580627293229057
Twitter for iPhone,Enjoy! See you all tomorrow! 🍕🤗💪 https://t.co/2wJN2NJGWu,09-12-2017 03:19:44,,,false,907443585032835072
Twitter for iPhone,Today we remember those we lost on September 11 2001 and reflect on the sacrifice of the victims and responders. We'll never forget.,09-11-2017 22:03:40,,,false,907364044738371585
Twitter for iPhone,RT @BillClinton: Hurricane Harvey shattered homes and lives. Irma is just as dangerous. Americans lift each other up. Join us to help. #One…,09-07-2017 23:23:23,,,true,905934552069234688
Twitter for iPhone,RT @POLITICOMag: Reines: Immersive debate prep taught me being Trump means never having to face the consequences of your actions https://t.…,09-06-2017 23:30:08,,,true,905573863018332160
Twitter for iPhone,No time to waste - we've got to fight with everything we've got to #DefendDACA. Thanks @jorgeramosnews for sharin… https://t.co/mZCUMVIyHs,09-04-2017 03:39:58,,,false,904549571602341888
Twitter for iPhone,I'm excited to sign up for @Verrit a media platform for the 65.8 million! Will you join me and sign up too? https://t.co/bOLSMyk6bG,09-03-2017 23:20:09,,,false,904484186291089408
Twitter for iPhone,RT @bustle: Hillary Clinton Reveals How You Can Make A Difference In The Fight Against Trump cc: @HillaryClinton https://t.co/UrVDrTScAb ht…,08-31-2017 22:52:20,,,true,903390024586153985
Twitter for iPhone,RT @billclinton: So many great organizations are helping. Our family has donated to three of them: @TeamRubicon @DirectRelief and @TXDIAP…,08-31-2017 02:46:14,,,true,903086498291097600
Twitter for iPhone,RT @billclinton: Our thoughts and prayers continue to be with all of the people affected by Hurricane Harvey and with those helping them.,08-31-2017 02:46:12,,,true,903086490015719425
Twitter for iPhone,RT @SimonBooks: .@HillaryClinton is hitting the road to talk about her new bookhttps://t.co/fXyaT31odxhttps://t.co/7wqtQX5PSt https://t.c…,08-28-2017 20:23:47,,,true,902265477115912192
Twitter Web Client,As we keep everyone affected by Hurricane Harvey in our thoughts here’s how you can help:https://t.co/RVReG1lRAd,08-27-2017 13:55:40,,,false,901805416887275520
Twitter for iPhone,Correct. https://t.co/AcOXbigpzi,08-24-2017 15:08:28,,,false,900736572714352641
Twitter for iPhone,RT @SimonBooks: “Writing ‘What Happened’ was hard so is what we see every day. I hope this helps.” – @HillaryClinton https://t.co/1WhcMhhF…,08-23-2017 14:44:22,,,true,900368121617412096
Twitter for iPhone,Thinking of those who put their lives on the line to defend America. Let's keep these missing sailors in our though… https://t.co/37xL10pGfs,08-21-2017 11:42:15,,,false,899597513317117952
Twitter for iPhone,Barcelona you have our resolve and support in the face of this cowardly attack. We stand together against terrorism wherever it strikes.,08-17-2017 21:41:17,,,false,898298714506133505
Twitter Web Client,This is an important step thanks to @ColorofChange for helping to make it happen. https://t.co/CeAsHbbzF9,08-17-2017 16:36:07,,,false,898221914476470272
Twitter Web Client,RT @TerryMcAuliffe: There's no place in Virginia for hatred &amp; bigotry. People who've come to VA today to hurt others are not patriots they…,08-13-2017 01:20:28,,,true,896541931630731265
Twitter Lite,We will not step backward. If this is not who we are as Americans let's prove it.,08-12-2017 20:10:33,,,false,896463940854718464
Twitter Lite,Now is the time for leaders to be strong in their words &amp; deliberate in their actions.,08-12-2017 20:10:03,,,false,896463816338399232
Twitter Lite,Every minute we allow this to persist through tacit encouragement or inaction is a disgrace &amp; corrosive to our values.,08-12-2017 20:09:38,,,false,896463708875931649
Twitter Lite,But the incitement of hatred that got us here is as real and condemnable as the white supremacists in our streets.,08-12-2017 20:08:55,,,false,896463528697188352
Twitter Lite,My heart is in Charlottesville today and with everyone made to feel unsafe in their country.,08-12-2017 20:07:47,,,false,896463243366903808
Twitter for iPhone,@EricBoehlert Right here:https://t.co/TOnLRbHJh3,08-09-2017 00:16:11,,,false,895076203689684993
Twitter for iPhone,America's workers need #paidleave so we can all provide and receive critical care.https://t.co/Db4R4SZZaA #TimeToCare #FMLA24,08-05-2017 23:54:06,,,false,893983482497699841
Twitter Web Client,RT @just_jenna: Not even bound yet and making me cry. The honor was all ours @HillaryClinton. https://t.co/b9kalMdkO4 https://t.co/Dbe0Mb1…,08-04-2017 15:38:22,,,true,893496339891458049
Twitter Web Client,Writing “What Happened” was hard so is what we see every day. As we move forward &amp; fight back I hope this helps.… https://t.co/hgvmdLGNEd,07-27-2017 18:51:23,,,false,890645809854853121
Twitter Web Client,RT @nowthisnews: Exclusive: Hillary Clinton is releasing a tell-all book about the election called 'What Happened' https://t.co/9GMNBV3L6Y,07-27-2017 12:39:10,,,true,890552140300726273
Twitter for iPhone,John McCain is as tough as they come.  Thinking of John Cindy their wonderful children &amp; their whole family tonight.,07-20-2017 00:48:59,,,false,887836701527355393
Twitter for iPhone,Support Samantha Bee &amp; Planned Parenthood &amp; buy a Nasty Woman t-shirt!https://t.co/I9qd3M3cFq https://t.co/XDpBcFqF7k,07-11-2017 13:43:35,,,false,884770144765059073
Twitter for iPhone,Right here. Includes radical provisions like how not to kick 23 mil ppl off their coverage. Feel free to run w/it.… https://t.co/tpWoSv7CST,07-05-2017 20:09:08,,,false,882692842791063553
Twitter for iPhone,@emilyslist Their determination &amp; passion is truly inspiring. And I can't wait to see what this new generation of w… https://t.co/1tZQyWmC5r,06-27-2017 13:24:46,,,false,879691978384044032
Twitter for iPhone,@emilyslist Today @emilyslist announced that 15000+ women have reached out since Election Day about running for o… https://t.co/lInPzGFP5J,06-27-2017 13:24:14,,,false,879691843671392257
Twitter for iPhone,For more than 30 years @emilyslist has paved the way for women to run &amp; succeed in elected office including me.,06-27-2017 13:21:17,,,false,879691103578071040
Twitter for iPhone,Happy #Pride2017 to everyone in NYC &amp; across the globe. Never forget that LGBT rights are human rights &amp; human righ… https://t.co/DdWffaHj7g,06-25-2017 15:38:01,,,false,879000737765871618
Twitter for iPhone,Forget death panels. If Republicans pass this bill they're the death party. https://t.co/jCStfOaBjy,06-23-2017 21:39:27,,,false,878366918243233792
Twitter for iPhone,.@BarackObama is right.This is a critical moment about choosing people over politics.Speak out against this bill.https://t.co/mApxdKASlC,06-23-2017 12:45:09,,,false,878232458944065536
Twitter for iPhone,RT @adamslily: When you talk about "cuts to Medicaid" just remember you're talking about a lot of kids. It is cruel. https://t.co/jPG6CDX6Fl,06-22-2017 18:36:19,,,true,877958445990674432
Twitter for iPhone,If you're waiting for the right moment to call your Senator about Trumpcare the moment is now. Don't wait until it's too late. 202-224-3121,06-22-2017 18:36:05,,,false,877958386511249408
Twitter for iPhone,Best of luck to the Member Team &amp; the Press Team tonight at the @CWSoftballGame which raises money for young women with cancer. #CWSG,06-22-2017 02:00:36,,,false,877707862990086148
Twitter for iPhone,Let's all keep the brave sailors of the USS Fitzgerald in our thoughts &amp; prayers this weekend.https://t.co/0bMEX2F2Qd,06-17-2017 13:14:44,,,false,876065573997871104
Twitter for iPhone,Still no bill. Call the Senate switchboard &amp; ask for your Senator. Tell them this bill will hurt people you know &amp;… https://t.co/rIuVir5inl,06-16-2017 16:45:02,,,false,875756112951353344
Twitter for iPhone,2 sides take the field tomorrow but we're all ultimately on one team.My thoughts are with the members of Congres… https://t.co/oOnvsqABjs,06-14-2017 21:56:20,,,false,875109676958011395
Twitter for iPhone,RT @Artemis_FF: This is so dang cool we are doing back flips! =D @WonderWomanFilm  @PattyJenks #WonderWoman #WomenKickAss https://t.co/ruvW…,06-14-2017 18:33:17,,,true,875058578402553857
Twitter for iPhone,Americans deserve to know what's in the GOP health care plan.Hold hearings &amp; be accountable to your constituents.… https://t.co/NN3Le7jqo3,06-13-2017 18:26:17,,,false,874694428438540289
Twitter for iPhone,My heart is with the loved ones of the 49 people killed at Pulse the city of Orlando &amp; the LGBT community.… https://t.co/TJ6LlnsJWF,06-12-2017 15:18:37,,,false,874284812193935360
Twitter for iPhone,Saw the wonderful folks from @republicrestore yesterday &amp; came home w/this. Thanks to Pia &amp; Rachel for all your dif… https://t.co/tb0vHEyaIX,06-11-2017 20:15:23,,,false,873997106972958720
Twitter for iPhone,@GabbyGiffords What a terrific day thank you for letting me be a part of it. Congratulations Gabby! #USSGG https://t.co/C0xpHdJtcr,06-11-2017 00:31:02,,,false,873699059260948484
Twitter for iPhone,So proud &amp; honored to be in Galveston today. Wherever you are you can watch live here:#USSGG… https://t.co/5ncUwLHqO2,06-10-2017 17:33:22,,,false,873593946743726080
Twitter for iPhone,Want to hear some good news? About to talk to soon-to-be graduates at Medgar Evers College Commencement. Tune in!https://t.co/8tuGmivn2y,06-08-2017 14:39:22,,,false,872825384680738816
Twitter for iPhone,After acts of unspeakable cruelty &amp; cowardice the people of London &amp; the UK choose resolve over fear. Your friends… https://t.co/RGB99CERPo,06-04-2017 22:41:23,,,false,871497135841304576
Twitter for iPhone,Today we remember Hadiya &amp; all victims of gun violence. Proud of these young dynamos &amp; all those committed to the… https://t.co/Hhp1lVF25Z,06-03-2017 03:08:26,,,false,870839564914634760
Twitter for iPhone,A historic mistake. The world is moving forward together on climate change. Paris withdrawal leaves American workers &amp; families behind.,06-01-2017 23:38:34,,,false,870424360959528960
Twitter for iPhone,People in covfefe houses shouldn't throw covfefe. https://t.co/M7oK5Z6qwF,06-01-2017 01:30:20,,,false,870090101765931008
Twitter for iPhone,Going on stage now watch live! https://t.co/kkhepdwIkK,05-31-2017 19:15:53,,,false,869995866848772096
Twitter for iPhone,A rainy but wonderful morning march in the Chappaqua Memorial Day Parade. Thinking of our veterans who gave their l… https://t.co/NJMFNxqtsK,05-29-2017 16:59:50,,,false,869236854016573440
Twitter for iPhone,Heartbreaking.No one should have to endure this racist abuse.No one should have to give their life to stop it.https://t.co/CpmQcHI8gi,05-27-2017 20:09:48,,,false,868559886745030656
Twitter for iPhone,Starting now! Tune in 👇 https://t.co/swMf9tZCqv,05-26-2017 15:45:01,,,false,868130861606154240
Twitter for iPhone,Back at @Wellesley today to talk to the Class of 2017 about what comes next. 💪✊️Watch:https://t.co/NJ3RgZRYay,05-26-2017 14:35:37,,,false,868113396092338176
Twitter for iPhone,Outraged &amp; angry about this cowardly terror attack on a crowd of young people. Sending sympathy &amp; strength to victims &amp; people of Manchester,05-23-2017 16:48:54,,,false,867059777481977856
Twitter for iPhone,I burst out laughing when I saw this video this morning. Hope it brightens your day. https://t.co/CEcdoaQUuC,05-19-2017 18:07:54,,,false,865630105267077120
Twitter for iPhone,.@IndivisibleTeam @swingleft @ColorOfChange @EmergeAmerica @runforsomething @GovHowardDean This year hasn't been wh… https://t.co/vw8Pumtwls,05-15-2017 20:18:14,,,false,864213354956689408
Twitter for iPhone,.@IndivisibleTeam @swingleft @ColorOfChange @EmergeAmerica @runforsomething Those are just a few of the groups Onwa… https://t.co/v260lKoNar,05-15-2017 20:17:36,,,false,864213195237576705
Twitter for iPhone,.@IndivisibleTeam @swingleft @ColorOfChange .@EmergeAmerica is training diverse Democratic women candidates and th… https://t.co/4NT9dHwmyA,05-15-2017 20:16:50,,,false,864213002249285633
Twitter for iPhone,.@IndivisibleTeam @swingleft .@ColorOfChange is organizing for criminal justice reform voter freedom fairness and… https://t.co/UetTIPBBC2,05-15-2017 20:15:31,,,false,864212668055527425
Twitter for iPhone,People across America have made their voices heard thanks to @IndivisibleTeam and supported @swingleft's efforts to take back the House.,05-15-2017 20:14:30,,,false,864212413327036417
Twitter for iPhone,More than ever I believe citizen engagement is vital to our democracy. I'm so inspired by everyone stepping up to organize and lead.,05-15-2017 20:13:25,,,false,864212139866771457
Twitter for iPhone,We're launching Onward Together to encourage people to get involved organize and even run for office. https://t.co/8exooosvZ5,05-15-2017 20:12:42,,,false,864211960732295168
Twitter for iPhone,The last few months I've been reflecting spending time with family—and yes taking walks in the woods.,05-15-2017 20:12:26,,,false,864211894965608448
Twitter for iPhone,Victory for Macron for France the EU &amp; the world. Defeat to those interfering w/democracy. (But the media says I can't talk about that),05-07-2017 20:32:18,,,false,861317789537193988
Twitter for iPhone,A shameful failure of policy &amp; morality by GOP today. Fight back on behalf of the millions of families that will be… https://t.co/VqTr7YnSc1,05-04-2017 22:06:44,,,false,860254394016817153
Twitter for iPhone,Watch &amp; prepare to tear up. Thanks @jimmykimmel for sharing your story &amp; reminding us what's at stake w/health care.https://t.co/2kTEeUEG2f,05-02-2017 12:38:38,,,false,859386649125548032
Twitter for iPhone,Great to see ppl take to the streets &amp; combat climate change protect the next generation &amp; fight for jobs &amp; economic justice.#climatemarch,04-29-2017 19:55:53,,,false,858409523937259521
Twitter for iPhone,Exciting to see the grassroots army that @swingleft is organizing to help expand the map in 2018! Learn more here: https://t.co/Of4RhkY82u,04-29-2017 01:29:12,,,false,858131019358244865
Twitter for iPhone,Help rangers protect the elephants.Go to https://t.co/pqxZttyOGh.#EarthDay #Tribeca2017,04-23-2017 00:43:16,,,false,855945131677159424
Twitter for iPhone,A thrill to join team of Kathryn Bigelow's The Protectors at #Tribeca2017. Let's protect the earth &amp; all its beauty.https://t.co/X1gpNulhqI,04-23-2017 00:42:06,,,false,855944837211840513
Twitter for iPhone,Happy #EarthDay and thanks to math and science for all you've given us! March on! 🎉🔬🔭https://t.co/tYquyVKZUn,04-22-2017 18:41:37,,,false,855854119566880768
Twitter for iPhone,We set out to do this nationally but thrilled that New York is getting it done. Let's hope it's the first of many.… https://t.co/0Z21VEiz2W,04-12-2017 16:17:37,9817,38785,false,852194001025368064
Twitter for iPhone,Tune in to hear HRC join Governor Cuomo at La Guardia Community College. Watch now: https://t.co/GN6Gd6JxaC,04-12-2017 15:15:22,1400,6610,false,852178335270653952
Twitter for iPhone,Looking forward to joining Governor Cuomo this morning at @LaGuardiaCC as tuition-free college becomes a reality in… https://t.co/HH8bDQkOj6,04-12-2017 14:06:12,5204,26759,false,852160928040853506
